raw_index	term_id	term_name	source	stat	qval	direction	evidence_genes	pval	is_summary	group_id	term_id_salvaged	term_name_salvaged	evidence_genes_str	is_valid	invalid_reason	qval_source	qval_provided	pval_source	pval_provided	distill_seed	evidence_genes_was_list	n_evidence_genes	masked_genes_count	dropped_n	dropped_genes_str	dropped_genes_symbols_str	notes	term_row_id	term_uid	distill_semantics	distill_track_hash_drift	distill_gene_pool_n	distill_gene_pool_is_masked	distill_trust_input_survival	distill_min_genes_effective_per_term	term_survival_input	term_survival_computed	term_survival_n_ok	term_survival_n_total	term_survival_source	term_survival	term_gene_set_hash	term_survival_agg	term_hash_drift_rate	distill_loo_is_proxy	distill_n_perturb	distill_gene_dropout_p	distill_gene_jitter_p	distill_evidence_jaccard_min	distill_evidence_recall_min	distill_evidence_precision_min	distill_min_keep_frac	distill_min_evidence_genes_effective	distill_perturb_rescue	term_survival_mean_jaccard	term_survival_mean_recall	term_survival_mean_precision	gene_survival	keep_term	keep_reason	distill_pre_gate_mode	distill_pre_gate_tau	module_id	module_id_missing	module_survival	module_survival_n_ok	module_survival_n_total	module_survival_source
24	HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	fgsea_msigdb_H_entrez	1.03933465110104	0.731605351170569	up	['6643', '3482', '10059', '4074', '3382', '1173', '10972', '6456', '9367', '9805', '1182', '9871', '667', '3920', '8082', '1315', '11079', '9183', '375', '9276', '8615', '10282']		False		False	False	6643;3482;10059;4074;3382;1173;10972;6456;9367;9805;1182;9871;667;3920;8082;1315;11079;9183;375;9276;8615;10282	True		qval	True	missing	False	42	True	22	0	0				24	fgsea_msigdb_H_entrez:HALLMARK_PROTEIN_SECRETION	evidence_perturb	True	1000	True	False	1		0.9375	60	64	computed	0.9375	9e4cf3fff536	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8614130434782608	0.9005681818181819	0.9517496160320102	0.9375	True	ok	off		M94beea90eeec	False	0.9375	1	1	term_survival:min
25	HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	fgsea_msigdb_H_entrez	-1.03554448342158	0.731605351170569	down	['334', '4836', '5211', '6817', '4958', '348', '6647', '1349', '33', '3977', '847', '10313', '226', '217', '8322', '8780', '4706', '3679', '5860', '4638', '4023', '977', '10140', '8884', '4189', '604', '7351', '1351', '7905', '949']		False		False	False	334;4836;5211;6817;4958;348;6647;1349;33;3977;847;10313;226;217;8322;8780;4706;3679;5860;4638;4023;977;10140;8884;4189;604;7351;1351;7905;949	True		qval	True	missing	False	42	True	30	0	0				25	fgsea_msigdb_H_entrez:HALLMARK_ADIPOGENESIS	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	812bf7f2e2a4	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.84912109375	0.9057291666666667	0.9311712214898047	0.96875	True	ok	off		Mc669e63d615e	False	0.96875	1	1	term_survival:min
26	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	fgsea_msigdb_H_entrez	1.02575723172677	0.731605351170569	up	['1634', '2201', '6696', '5817', '3487', '6678', '333', '5744', '10085', '1009', '7058', '7169', '6387', '3693', '3569', '7057', '3485', '7171', '6591', '7052', '1289', '5999', '3576', '5806', '3486', '7049', '5645', '2191', '667', '2026', '11010', '4487', '5396', '1278', '1601', '10631', '1311', '5352', '1293', '4982', '7456', '10486', '2669', '6443', '2517', '3690']		False		False	False	1634;2201;6696;5817;3487;6678;333;5744;10085;1009;7058;7169;6387;3693;3569;7057;3485;7171;6591;7052;1289;5999;3576;5806;3486;7049;5645;2191;667;2026;11010;4487;5396;1278;1601;10631;1311;5352;1293;4982;7456;10486;2669;6443;2517;3690	True		qval	True	missing	False	42	True	47	1	1	4176	MCM7		26	fgsea_msigdb_H_entrez:HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	c30ae95f6cb8	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.86328125	0.9008152173913042	0.9538573277657567	0.984375	True	ok	off		M2fa91654b788	False	0.984375	1	1	term_survival:min
27	HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	fgsea_msigdb_H_entrez	1.02022843262407	0.731605351170569	up	['6696', '8829', '7410', '5154', '7448', '5747', '894', '4487', '10631']		False		False	False	6696;8829;7410;5154;7448;5747;894;4487;10631	True		qval	True	missing	False	42	True	9	0	0				27	fgsea_msigdb_H_entrez:HALLMARK_ANGIOGENESIS	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	4d81853e9535	0.953125	0.53125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9166666666666667	0.9166666666666667	1.0	0.953125	True	ok	off		M3041672e35ba	False	0.953125	1	1	term_survival:min
28	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	fgsea_msigdb_H_entrez	1.01621100847612	0.731605351170569	up	['10611', '10397', '2185', '220', '2773', '10257', '1718', '2181', '3638', '8611', '9053', '9871', '6319', '6722', '1622', '2005', '5036', '7113', '3156', '3157', '3422']		False		False	False	10611;10397;2185;220;2773;10257;1718;2181;3638;8611;9053;9871;6319;6722;1622;2005;5036;7113;3156;3157;3422	True		qval	True	missing	False	42	True	21	0	0				28	fgsea_msigdb_H_entrez:HALLMARK_ANDROGEN_RESPONSE	evidence_perturb	True	1000	True	False	1		0.9375	60	64	computed	0.9375	abeffc6a1847	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8480113636363636	0.8883928571428572	0.948867353460523	0.9375	True	ok	off		M19120cf71b7a	False	0.90625	3	3	term_survival:min
29	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	fgsea_msigdb_H_entrez	-1.01555583682862	0.731605351170569	down	['2251', '4087', '1072', '5899', '5519', '5163', '7334', '5308', '5576', '108', '1869', '156', '5602', '3709', '10298']		False		False	False	2251;4087;1072;5899;5519;5163;7334;5308;5576;108;1869;156;5602;3709;10298	True		qval	True	missing	False	42	True	15	0	0				29	fgsea_msigdb_H_entrez:HALLMARK_PI3K_AKT_MTOR_SIGNALING	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	29bb1b6e03da	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8447265625	0.9010416666666667	0.9307148580586082	0.96875	True	ok	off		M92a987b3ff61	False	0.96875	1	1	term_survival:min
30	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	fgsea_msigdb_H_entrez	-1.00217721178324	0.731605351170569	down	['6647', '847', '475', '9588', '10494', '5214', '2729', '5052', '2068', '3087']		False		False	False	6647;847;475;9588;10494;5214;2729;5052;2068;3087	True		qval	True	missing	False	42	True	10	0	0				30	fgsea_msigdb_H_entrez:HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	evidence_perturb	True	1000	True	False	1		1.0	64	64	computed	1.0	e83a38c9af53	1.0	0.640625	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9078125000000001	0.9078125000000001	1.0	1.0	True	ok	off		M56f783bb1a84	False	1.0	1	1	term_survival:min
31	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	fgsea_msigdb_H_entrez	-0.987337548950872	0.731605351170569	down	['4839', '10733', '4869', '7965', '6723', '1844', '5347']		False		False	False	4839;10733;4869;7965;6723;1844;5347	True		qval	True	missing	False	42	True	8	1	1	7374	UNG		31	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V2	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	f11275f28a9c	0.96875	0.546875	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.9017857142857142	0.9017857142857142	1.0	0.96875	True	ok	off		M200e37e8c0e9	False	0.96875	1	1	term_survival:min
32	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	fgsea_msigdb_H_entrez	-0.992663322563561	0.746978133912807	down	['5709', '5687', '6741', '4830', '1176', '3066', '7027', '6633', '10492', '4869', '4706', '5706', '5707', '328', '8761', '7965', '8454', '5093', '1854', '5690', '5713', '10728', '1207', '7332', '2739', '6723', '10856', '10576']		False		False	False	5709;5687;6741;4830;1176;3066;7027;6633;10492;4869;4706;5706;5707;328;8761;7965;8454;5093;1854;5690;5713;10728;1207;7332;2739;6723;10856;10576	True		qval	True	missing	False	42	True	34	6	6	3838;7398;6187;6194;8669;1964	KPNA2;USP1;RPS2;RPS6;EIF3J;EIF1AX		32	fgsea_msigdb_H_entrez:HALLMARK_MYC_TARGETS_V1	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	2238b746c5a0	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8701508620689655	0.9012276785714286	0.9617440785439989	0.953125	True	ok	off		M9c9931ee43b7	False	0.953125	1	1	term_survival:min
33	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	fgsea_msigdb_H_entrez	0.972712657479654	0.746978133912807	up	['4683', '5426', '10527', '9972', '8726', '1019', '5810', '6839', '672', '6119', '7037', '3159', '898', '2935', '983', '9738', '11113', '1029', '5036', '9133', '9183', '5931', '3184', '6426', '4999', '675', '10212', '10615', '11340', '11168', '6628', '7153', '5558', '2547', '3925', '10606', '10528', '1503']		False		False	False	4683;5426;10527;9972;8726;1019;5810;6839;672;6119;7037;3159;898;2935;983;9738;11113;1029;5036;9133;9183;5931;3184;6426;4999;675;10212;10615;11340;11168;6628;7153;5558;2547;3925;10606;10528;1503	True		qval	True	missing	False	42	True	55	17	17	4171;5982;11004;7283;1163;2146;4436;1786;3930;9232;4176;9918;4175;4678;9787;10460;7913	MCM2;RFC2;KIF2C;TUBG1;CKS1B;EZH2;MSH2;DNMT1;LBR;PTTG1;MCM7;NCAPD2;MCM6;NASP;DLGAP5;TACC3;DEK		33	fgsea_msigdb_H_entrez:HALLMARK_E2F_TARGETS	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	362e7528f512	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.850390625	0.8951480263157894	0.9443381803294971	0.953125	True	ok	off		M757ca2a5b1d9	False	0.953125	2	2	term_survival:min
34	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	fgsea_msigdb_H_entrez	0.962563088502392	0.746978133912807	up	['4683', '4191', '37', '5720', '2027', '1718', '1632', '2110', '1376', '158', '873', '1666', '11343', '10455', '644', '5162', '51', '2752', '2026', '8801', '10449', '364', '2194', '1579', '1371']		False		False	False	4683;4191;37;5720;2027;1718;1632;2110;1376;158;873;1666;11343;10455;644;5162;51;2752;2026;8801;10449;364;2194;1579;1371	True		qval	True	missing	False	42	True	25	0	0				34	fgsea_msigdb_H_entrez:HALLMARK_FATTY_ACID_METABOLISM	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	fcc8f401b2b7	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8629807692307692	0.8975	0.9571622942275116	0.953125	True	ok	off		M32e36065becc	False	0.953125	2	2	term_survival:min
35	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	fgsea_msigdb_H_entrez	0.956943552053831	0.746978133912807	up	['5423', '1069', '1479', '1716', '353', '112', '6883', '1603', '2965', '1642', '6119', '9883', '5429', '4860', '10063', '9328', '10978', '5433', '6878', '9533', '6809', '5430', '2067']		False		False	False	5423;1069;1479;1716;353;112;6883;1603;2965;1642;6119;9883;5429;4860;10063;9328;10978;5433;6878;9533;6809;5430;2067	True		qval	True	missing	False	42	True	24	1	1	5982	RFC2		35	fgsea_msigdb_H_entrez:HALLMARK_DNA_REPAIR	evidence_perturb	True	1000	True	False	1		0.921875	59	64	computed	0.921875	613900ece216	0.921875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8626302083333334	0.9001358695652173	0.9537479031901229	0.921875	True	ok	off		M90465422d809	False	0.921875	1	1	term_survival:min
36	HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	fgsea_msigdb_H_entrez	0.956216592208353	0.746978133912807	up	['5195', '3265', '3418', '412', '1718', '2224', '10512', '8915', '10455', '1381', '10057', '51', '6258', '2067', '3291', '6477', '1022', '2172', '6648', '3422', '6310']		False		False	False	5195;3265;3418;412;1718;2224;10512;8915;10455;1381;10057;51;6258;2067;3291;6477;1022;2172;6648;3422;6310	True		qval	True	missing	False	42	True	22	1	1	4436	MSH2		36	fgsea_msigdb_H_entrez:HALLMARK_PEROXISOME	evidence_perturb	True	1000	True	False	1		0.9375	60	64	computed	0.9375	ad1b9091d0a0	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8480113636363636	0.8883928571428571	0.9488305323873968	0.9375	True	ok	off		M57e41d718cea	False	0.9375	1	1	term_survival:min
37	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	fgsea_msigdb_H_entrez	0.944191496832087	0.762167676888916	up	['8503', '10989', '5199', '3488', '1718', '3689', '2542', '2965', '4074', '10962', '4793', '2181', '7037', '3638', '3475', '4860', '1717', '5693', '5861', '31', '6513', '7277', '10622', '9415', '6319', '7108', '440', '5352', '8615', '3156', '3157', '5033']		False		False	False	8503;10989;5199;3488;1718;3689;2542;2965;4074;10962;4793;2181;7037;3638;3475;4860;1717;5693;5861;31;6513;7277;10622;9415;6319;7108;440;5352;8615;3156;3157;5033	True		qval	True	missing	False	42	True	38	6	6	1719;4171;7283;3309;3308;9521	DHFR;MCM2;TUBG1;HSPA5;HSPA4;EEF1E1		37	fgsea_msigdb_H_entrez:HALLMARK_MTORC1_SIGNALING	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	a827c41913a7	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8506433823529411	0.90380859375	0.9351538566573245	0.984375	True	ok	off		M19120cf71b7a	False	0.90625	3	3	term_survival:min
38	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	fgsea_msigdb_H_entrez	0.937153894678812	0.769522808247182	up	['8503', '70', '4478', '3265', '4892', '7410', '5818', '1009', '5600', '6237', '4902', '5291', '1013', '3384', '4627', '3667', '7185', '3638', '5880', '5747', '60', '8515', '7087', '3691', '10174', '8754', '9073', '5010', '10458', '6850', '247', '4982', '2770', '3675', '4771', '3386', '4628', '7082', '1002', '4318', '7070', '7045', '1308']		False		False	False	8503;70;4478;3265;4892;7410;5818;1009;5600;6237;4902;5291;1013;3384;4627;3667;7185;3638;5880;5747;60;8515;7087;3691;10174;8754;9073;5010;10458;6850;247;4982;2770;3675;4771;3386;4628;7082;1002;4318;7070;7045;1308	True		qval	True	missing	False	42	True	44	1	1	7283	TUBG1		38	fgsea_msigdb_H_entrez:HALLMARK_APICAL_JUNCTION	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	d3846d4dd252	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8600694444444443	0.9000726744186046	0.950718670897087	0.953125	True	ok	off		M2364e022343e	False	0.953125	1	1	term_survival:min
39	HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	fgsea_msigdb_H_entrez	0.916352128034366	0.789765110450545	up	['1634', '10112', '4191', '3796', '7264', '6662', '10616', '501', '5836', '2542', '5223', '229', '1289', '6383', '3486', '8974', '983', '2026', '8819', '2585', '2131', '5165', '839', '9348', '9276', '5352', '4731', '1528', '5033', '6888', '726', '8912', '4601', '5516', '3069', '7162', '7045', '6676', '2805', '1999', '10776', '11285', '3925', '9435', '8789', '1824', '10456', '4282', '2683', '9456', '10164', '3417', '2673', '2745', '7436', '2817', '5631', '8614', '8534', '4166', '7295']		False		False	False	1634;10112;4191;3796;7264;6662;10616;501;5836;2542;5223;229;1289;6383;3486;8974;983;2026;8819;2585;2131;5165;839;9348;9276;5352;4731;1528;5033;6888;726;8912;4601;5516;3069;7162;7045;6676;2805;1999;10776;11285;3925;9435;8789;1824;10456;4282;2683;9456;10164;3417;2673;2745;7436;2817;5631;8614;8534;4166;7295	True		qval	True	missing	False	42	True	65	4	4	1058;4678;3161;3309	CENPA;NASP;HMMR;HSPA5		39	fgsea_msigdb_H_entrez:HALLMARK_GLYCOLYSIS	evidence_perturb	True	1000	True	False	1		1.0	64	64	computed	1.0	18a77a5ce767	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.861328125	0.9036885245901639	0.9483007666014089	1.0	True	ok	off		Mb5af3fcb4cdb	False	0.90625	2	2	term_survival:min
40	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	fgsea_msigdb_H_entrez	0.905850053599712	0.789765110450545	up	['3091', '5426', '996', '11044', '4088', '7090', '1736', '3799', '1019', '6839', '1946', '3159', '7150', '262', '4212', '2935', '6558', '983', '8452', '8819', '10951', '6632', '10419', '9133', '3184', '8899', '1871', '6426', '2130', '675', '1112', '10212', '9184', '10432', '7153', '6541', '4082', '5558', '602', '3925', '5976', '3226', '10146', '8243', '3151', '7486', '11104', '899']		False		False	False	3091;5426;996;11044;4088;7090;1736;3799;1019;6839;1946;3159;7150;262;4212;2935;6558;983;8452;8819;10951;6632;10419;9133;3184;8899;1871;6426;2130;675;1112;10212;9184;10432;7153;6541;4082;5558;602;3925;5976;3226;10146;8243;3151;7486;11104;899	True		qval	True	missing	False	42	True	65	17	17	4171;11004;1163;2146;1058;3930;10403;9232;4175;9585;4678;890;10460;9493;3161;11065;9252	MCM2;KIF2C;CKS1B;EZH2;CENPA;LBR;NDC80;PTTG1;MCM6;KIF20B;NASP;CCNA2;TACC3;KIF23;HMMR;UBE2C;RPS6KA5		40	fgsea_msigdb_H_entrez:HALLMARK_G2M_CHECKPOINT	evidence_perturb	True	1000	True	False	1		0.953125	61	64	computed	0.953125	ba16addbc2a9	0.953125	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8703125	0.9065755208333333	0.955973965271933	0.953125	True	ok	off		M757ca2a5b1d9	False	0.953125	2	2	term_survival:min
41	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	fgsea_msigdb_H_entrez	0.886874829423691	0.789765110450545	up	['7297', '8651', '3588', '3581', '7097', '3569', '4050', '9021', '3561', '5292', '1271', '3553', '3162', '5770', '2', '3601', '3459', '3566', '9180', '3574', '3559', '3572', '3690']		False		False	False	7297;8651;3588;3581;7097;3569;4050;9021;3561;5292;1271;3553;3162;5770;2;3601;3459;3566;9180;3574;3559;3572;3690	True		qval	True	missing	False	42	True	23	0	0				41	fgsea_msigdb_H_entrez:HALLMARK_IL6_JAK_STAT3_SIGNALING	evidence_perturb	True	1000	True	False	1		0.9375	60	64	computed	0.9375	44d2e307c7e6	0.9375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8639322916666667	0.9014945652173912	0.9537553308966173	0.9375	True	ok	off		M8fdbd2339311	False	0.9375	6	6	term_survival:min
42	HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	fgsea_msigdb_H_entrez	-0.884506588282558	0.789765110450545	down	['3280', '7474', '4853', '182', '8454', '5467', '4854', '6934']		False		False	False	3280;7474;4853;182;8454;5467;4854;6934	True		qval	True	missing	False	42	True	8	0	0				42	fgsea_msigdb_H_entrez:HALLMARK_NOTCH_SIGNALING	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	2373e33d7306	0.96875	0.578125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8984375	0.8984375	1.0	0.96875	True	ok	off		M067ac606fc68	False	0.96875	1	1	term_survival:min
43	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	fgsea_msigdb_H_entrez	0.878781598356395	0.803700704311762	up	['9620', '9687', '3487', '771', '6840', '8204', '7739', '6387', '6658', '7052', '5979', '9094', '2317', '9060', '6566', '1717', '267', '7031', '11098', '7022', '10560', '5655', '4886', '3480', '9214', '6513', '9145', '2296', '2194', '5420', '11031', '10160', '3860', '1154', '573']		False		False	False	9620;9687;3487;771;6840;8204;7739;6387;6658;7052;5979;9094;2317;9060;6566;1717;267;7031;11098;7022;10560;5655;4886;3480;9214;6513;9145;2296;2194;5420;11031;10160;3860;1154;573	True		qval	True	missing	False	42	True	35	0	0				43	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_EARLY	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	2f9251d73f45	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8581081081081081	0.9071428571428571	0.9405680521447428	0.984375	True	ok	off		M72762b627f66	False	0.984375	1	1	term_survival:min
44	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	fgsea_msigdb_H_entrez	0.87410570963288	0.803700704311762	up	['4633', '70', '1160', '10014', '1839', '6678', '2065', '5837', '2027', '6840', '2224', '7169', '3693', '1134', '4627', '3270', '11155', '2878', '7249', '3475', '3486', '5816', '4656', '2775', '5621', '8877', '7136', '6450', '3691', '10174', '6319', '3801', '8082', '4641', '1410', '5507', '1293', '573', '1674', '5664', '9659', '859', '4684']		False		False	False	4633;70;1160;10014;1839;6678;2065;5837;2027;6840;2224;7169;3693;1134;4627;3270;11155;2878;7249;3475;3486;5816;4656;2775;5621;8877;7136;6450;3691;10174;6319;3801;8082;4641;1410;5507;1293;573;1674;5664;9659;859;4684	True		qval	True	missing	False	42	True	43	0	0				44	fgsea_msigdb_H_entrez:HALLMARK_MYOGENESIS	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	6ea7d6a852c8	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8701388888888888	0.910610465116279	0.9513106296161729	0.984375	True	ok	off		M72814691dec5	False	0.984375	1	1	term_survival:min
45	HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	fgsea_msigdb_H_entrez	0.872026040863408	0.803700704311762	up	['2515', '116', '7419', '6847', '246', '7247', '5414', '9053', '6518', '11144', '4744', '6558', '983', '2672', '5443', '5261', '9133', '4225', '4771', '6888', '7137', '5232', '9892', '8028', '9063']		False		False	False	2515;116;7419;6847;246;7247;5414;9053;6518;11144;4744;6558;983;2672;5443;5261;9133;4225;4771;6888;7137;5232;9892;8028;9063	True		qval	True	missing	False	42	True	27	2	2	11004;2146	KIF2C;EZH2		45	fgsea_msigdb_H_entrez:HALLMARK_SPERMATOGENESIS	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	eeb996b635d1	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8707932692307692	0.9056249999999999	0.9574938579250649	0.96875	True	ok	off		Mc7494bac05b4	False	0.96875	1	1	term_survival:min
46	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	fgsea_msigdb_H_entrez	0.867082010051046	0.803700704311762	up	['1515', '1267', '3164', '1030', '8804', '9296', '3569', '3485', '682', '5979', '7037', '1036', '2878', '637', '1875', '6474', '262', '898', '7277', '4067', '2026', '3175', '5873', '4487', '3162', '3337', '4885', '440', '988', '6257', '3572', '6648', '9', '694', '6539', '5702']		False		False	False	1515;1267;3164;1030;8804;9296;3569;3485;682;5979;7037;1036;2878;637;1875;6474;262;898;7277;4067;2026;3175;5873;4487;3162;3337;4885;440;988;6257;3572;6648;9;694;6539;5702	True		qval	True	missing	False	42	True	38	2	2	2354;1968	FOSB;EIF2S3		46	fgsea_msigdb_H_entrez:HALLMARK_UV_RESPONSE_UP	evidence_perturb	True	1000	True	False	1		1.0	64	64	computed	1.0	5c4f22e900f3	1.0	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8466282894736841	0.8936631944444444	0.9413200743240248	1.0	True	ok	off		M254e9a696e35	False	1.0	1	1	term_survival:min
47	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	fgsea_msigdb_H_entrez	-0.909395516016535	0.831653225806452	down	['10202', '9368', '928', '6337', '7033', '8309', '11145', '21', '7494', '5174', '374', '10733', '7164', '6584', '3993', '1363', '2289', '3547', '5777', '5603', '857', '4192', '960', '6478', '3669', '3705', '10140', '5618']		False		False	False	10202;9368;928;6337;7033;8309;11145;21;7494;5174;374;10733;7164;6584;3993;1363;2289;3547;5777;5603;857;4192;960;6478;3669;3705;10140;5618	True		qval	True	missing	False	42	True	30	2	2	2171;6196	FABP5;RPS6KA2		47	fgsea_msigdb_H_entrez:HALLMARK_ESTROGEN_RESPONSE_LATE	evidence_perturb	True	1000	True	False	1		0.96875	62	64	computed	0.96875	85275c1d971a	0.96875	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.869073275862069	0.9001116071428572	0.9617134433705835	0.96875	True	ok	off		M143bcffffc4b	False	0.96875	1	1	term_survival:min
48	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	fgsea_msigdb_H_entrez	0.829506282815575	0.850532738576744	up	['10611', '9592', '7262', '4088', '1839', '3164', '8767', '7050', '3976', '7130', '7097', '3569', '10010', '7185', '4794', '10957', '5328', '5806', '9021', '7538', '3606', '3553', '8877', '5743', '490', '4790', '3601', '1942', '2669', '3572', '6648', '687', '3593', '5970', '4929', '694', '6515', '1846', '5329', '10769', '1958', '4082', '3627', '2152', '6352', '4084', '602', '3575', '1906', '597', '7280', '1847', '4814', '2683', '7128']		False		False	False	10611;9592;7262;4088;1839;3164;8767;7050;3976;7130;7097;3569;10010;7185;4794;10957;5328;5806;9021;7538;3606;3553;8877;5743;490;4790;3601;1942;2669;3572;6648;687;3593;5970;4929;694;6515;1846;5329;10769;1958;4082;3627;2152;6352;4084;602;3575;1906;597;7280;1847;4814;2683;7128	True		qval	True	missing	False	42	True	57	2	2	2354;8061	FOSB;FOSL1		48	fgsea_msigdb_H_entrez:HALLMARK_TNFA_SIGNALING_VIA_NFKB	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	10e77a0a4f65	0.984375	1.0	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8599137931034483	0.9068181818181817	0.943150965594853	0.984375	True	ok	off		M8fdbd2339311	False	0.9375	6	6	term_survival:min
49	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	fgsea_msigdb_H_entrez	0.680978804144483	0.906116642958748	up	['9620', '7090', '8829', '4627', '1271', '8828', '4897', '3897', '7070', '7088']		False		False	False	9620;7090;8829;4627;1271;8828;4897;3897;7070;7088	True		qval	True	missing	False	42	True	10	0	0				49	fgsea_msigdb_H_entrez:HALLMARK_HEDGEHOG_SIGNALING	evidence_perturb	True	1000	True	False	1		0.984375	63	64	computed	0.984375	c7172a99d859	0.984375	0.703125	False	64	0.1	0.05	0.6	0.8	0.8	0.0		False	0.8875000000000001	0.8875000000000001	1.0	0.984375	True	ok	off		M4b4177c7b6ef	False	0.984375	1	1	term_survival:min
